"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.7903756994952776,0.7672178540006378,0.7698559942021724,0.7666253964678786,0.7791267387578817,0.7438023931663921,0.779259599922776,0.7580340368576174,0.7782380298336741
"[0, 1, 0, 0, 0, 0, 2, 0, 0]",0.8710081353488135,0,0.6310239798155264,0.44984394032148317,0.8519505585252841,0.19873211259817192,0,0.5603828750887292,0.4394292371918576
"[0, 1, 0, 2, 0, 0, 2, 0, 1]",0.7674285100497289,0,-0.1,0,0.08999999999999997,0,0,0,0
"[1, 1, 0, 2, 2, 0, 2, 0, 1]",0,0,0.999978485266901,0,0,0.0,0,-0.19,0
"[1, 1, 0, 2, 2, 1, 2, 2, 1]",0,0,0.9999999997540048,0,0,0,0,0,0
"[1, 1, 1, 2, 2, 1, 2, 2, 1]",0,0,0,0,0,0,0,0,0
"[0, 0, 0, 0, 0, 0, 1, 2, 0]",0.8022793574168179,0.4254384587217229,0.2618647656329327,0.7119134603235658,0.8544625568053092,0.13118979881636927,0,0,0.18753165469301428
"[0, 0, 0, 0, 0, 2, 1, 2, 1]",0.5104667146851442,0,0,0,0.0,0,0,0,0
"[2, 0, 0, 0, 1, 2, 1, 2, 1]",0,0.306110464585043,0.9999999999999996,0.39622801780749073,0,0,0,0,0
"[2, 2, 0, 1, 1, 2, 1, 2, 1]",0,0,0.9999939236039033,0,0,0,0,0,0
"[2, 2, 1, 1, 1, 2, 1, 2, 1]",0,0,0,0,0,0,0,0,0
"[0, 1, 0, 0, 1, 0, 2, 0, 2]",0.30115502606869465,0,0.4288397002847063,0.7750595058013777,0,0.08831760851767678,0,0.9999999999999996,0
"[0, 1, 0, 0, 1, 0, 2, 1, 2]",0,0,0,0,0,0,0,0,0
"[0, 2, 0, 0, 0, 0, 0, 0, 0]",0.6311934468571052,0,0.586711689078111,0.6114593338416784,0.7504683991323786,0.6736163454431671,0.7261189989659069,0.4940094406693439,0.7122358499203995
"[0, 2, 0, 0, 2, 0, 0, 0, 1]",-0.11261531785517659,0,0.4349064411539311,0.1301574268389229,0,0.46130593898841554,0.6539690231884959,0.743050674759159,0
"[2, 2, 1, 0, 2, 0, 0, 0, 1]",0,0,0,0.13281109413374287,0,0.9999999999999996,0.6082010196158392,0.8996913502652245,0
"[2, 2, 1, 0, 2, 2, 1, 0, 1]",0,0,0,-0.9576088417247839,0,0,0,0.9999999999999996,0
"[2, 2, 1, 1, 2, 2, 1, 2, 1]",0,0,0,0,0,0,0,0,0
"[0, 0, 0, 0, 0, 1, 0, 2, 0]",0.7132548133384863,0.22439764906836407,0.24527330933445696,0.06418013041573437,0.8759925351251758,0,0.19246982246300404,0,0.32946247055749317
"[2, 1, 0, 0, 0, 1, 0, 2, 0]",0,0,0.28495250515667153,0.0,0,0,0.0,0,0
"[2, 1, 1, 0, 0, 1, 0, 2, 2]",0,0,0,-0.271,0.1667647226937847,0,-0.264439,0,0
"[2, 1, 1, 1, 0, 1, 2, 2, 2]",0,0,0,0,0,0,0,0,0
